player_class,player_archetype,opponent_class,opponent_archetype,win_rate,total_games,date_published
Hunter,"Mech Hunter",Mage,"Khadgar Mage",70.28,5403,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Paladin,"Control Paladin",62.08,298,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Paladin,"Mech Paladin",53.23,1747,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Paladin,"Secret Paladin",58.02,293,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Priest,"Resurrect Priest",62.49,2130,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Priest,"Silence Priest",51.59,628,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Rogue,"Miracle Rogue",57.06,333,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Rogue,"Tempo Rogue",43.65,11220,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Rogue,"Thief Rogue",65.02,689,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Shaman,"Big Shaman",44.37,1900,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Shaman,"Murloc Shaman",41.96,2090,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Shaman,"Shudderwock Shaman",45.19,1206,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warlock,Handlock,76.74,705,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warlock,"Zoo Warlock",44.63,3157,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warrior,"Big Warrior",72.50,200,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warrior,"Bomb Warrior",66.21,4052,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warrior,"Control Warrior",59.66,5989,"05/10/2019 12:05 PM"
Hunter,"Mech Hunter",Warrior,"Dragon Warrior",60.47,215,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Druid,"Token Druid",47.33,2546,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Hunter,"Deathrattle Hunter",49.79,468,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Hunter,"Mech Hunter",51.07,2610,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Hunter,"Midrange Hunter",50.00,1266,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Hunter,"Secret Hunter",38.91,329,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Hunter,"Spell Hunter",56.12,139,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Mage,"Burn Mage",60.81,712,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Mage,"Khadgar Mage",57.17,2391,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Paladin,"Control Paladin",58.28,151,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Paladin,"Mech Paladin",43.39,809,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Paladin,"Secret Paladin",54.38,160,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Priest,"Resurrect Priest",61.16,1246,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Priest,"Silence Priest",62.91,275,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Rogue,"Miracle Rogue",53.66,164,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Rogue,"Tempo Rogue",35.61,4752,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Rogue,"Thief Rogue",58.13,375,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Shaman,"Big Shaman",57.14,742,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Shaman,"Murloc Shaman",50.64,1102,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Shaman,"Shudderwock Shaman",67.58,546,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warlock,Handlock,73.72,331,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warlock,"Zoo Warlock",53.74,1526,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warrior,"Big Warrior",65.36,153,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warrior,"Bomb Warrior",53.00,1934,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warrior,"Control Warrior",56.10,2408,"05/10/2019 12:05 PM"
Hunter,"Midrange Hunter",Warrior,"Dragon Warrior",64.80,125,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Druid,"Token Druid",37.98,516,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Hunter,"Deathrattle Hunter",61.40,114,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Hunter,"Mech Hunter",54.43,757,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Hunter,"Midrange Hunter",61.09,329,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Hunter,"Secret Hunter",50.00,278,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Mage,"Burn Mage",74.18,306,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Mage,"Khadgar Mage",59.48,696,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Paladin,"Mech Paladin",44.83,174,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Priest,"Resurrect Priest",53.61,263,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Rogue,"Tempo Rogue",54.94,1558,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Shaman,"Big Shaman",65.24,233,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Shaman,"Murloc Shaman",50.86,232,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Shaman,"Shudderwock Shaman",69.59,217,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Warlock,"Zoo Warlock",55.02,329,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Warrior,"Bomb Warrior",49.18,425,"05/10/2019 12:05 PM"
Hunter,"Secret Hunter",Warrior,"Control Warrior",57.84,695,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Druid,"Token Druid",33.67,300,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Hunter,"Mech Hunter",25.09,287,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Hunter,"Midrange Hunter",43.88,139,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Mage,"Burn Mage",51.94,129,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Mage,"Khadgar Mage",48.45,355,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Paladin,"Mech Paladin",39.83,118,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Priest,"Resurrect Priest",53.19,188,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Rogue,"Tempo Rogue",31.21,596,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Shaman,"Big Shaman",57.94,126,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Shaman,"Murloc Shaman",38.41,151,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Warlock,"Zoo Warlock",46.15,195,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Warrior,"Bomb Warrior",41.78,213,"05/10/2019 12:05 PM"
Hunter,"Spell Hunter",Warrior,"Control Warrior",63.52,318,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Druid,"Token Druid",44.20,1423,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Hunter,"Deathrattle Hunter",49.01,304,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Hunter,"Mech Hunter",42.54,1521,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Hunter,"Midrange Hunter",39.19,712,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Hunter,"Secret Hunter",25.82,306,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Hunter,"Spell Hunter",48.06,129,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Mage,"Burn Mage",50.00,568,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Mage,"Khadgar Mage",56.34,1395,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Paladin,"Mech Paladin",58.03,386,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Priest,"Resurrect Priest",57.45,705,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Priest,"Silence Priest",53.67,177,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Rogue,"Miracle Rogue",50.39,129,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Rogue,"Tempo Rogue",41.10,2757,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Rogue,"Thief Rogue",54.55,253,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Shaman,"Big Shaman",57.79,443,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Shaman,"Murloc Shaman",33.85,585,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Shaman,"Shudderwock Shaman",53.66,369,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Warlock,Handlock,66.67,228,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Warlock,"Zoo Warlock",41.82,856,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Warrior,"Bomb Warrior",39.96,1076,"05/10/2019 12:05 PM"
Mage,"Burn Mage",Warrior,"Control Warrior",38.85,1552,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Druid,"Token Druid",46.61,5404,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Hunter,"Deathrattle Hunter",43.62,1066,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Hunter,"Mech Hunter",29.72,5403,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Hunter,"Midrange Hunter",42.83,2391,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Hunter,"Secret Hunter",40.52,696,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Hunter,"Spell Hunter",51.55,355,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Mage,"Burn Mage",43.66,1395,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Mage,"Khadgar Mage",50.00,5364,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Paladin,"Control Paladin",62.96,297,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Paladin,"Mech Paladin",59.14,1811,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Paladin,"Secret Paladin",55.10,294,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Priest,"Resurrect Priest",62.22,2295,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Priest,"Silence Priest",61.68,548,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Rogue,"Miracle Rogue",50.93,322,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Rogue,"Tempo Rogue",43.79,10951,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Rogue,"Thief Rogue",63.74,797,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Shaman,"Big Shaman",65.02,1684,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Shaman,"Murloc Shaman",29.96,2053,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Shaman,"Shudderwock Shaman",68.74,1174,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warlock,Handlock,66.97,769,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warlock,"Zoo Warlock",40.11,3221,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warrior,"Big Warrior",56.08,255,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warrior,"Bomb Warrior",60.18,3787,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warrior,"Control Warrior",63.04,5400,"05/10/2019 12:05 PM"
Mage,"Khadgar Mage",Warrior,"Dragon Warrior",60.10,203,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Druid,"Token Druid",55.03,318,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Hunter,"Mech Hunter",37.92,298,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Hunter,"Midrange Hunter",41.72,151,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Mage,"Khadgar Mage",37.04,297,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Priest,"Resurrect Priest",35.77,123,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Rogue,"Tempo Rogue",54.10,488,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Shaman,"Big Shaman",29.03,124,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Shaman,"Murloc Shaman",38.14,118,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Warlock,"Zoo Warlock",53.66,164,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Warrior,"Bomb Warrior",51.72,203,"05/10/2019 12:05 PM"
Paladin,"Control Paladin",Warrior,"Control Warrior",40.16,249,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Druid,"Token Druid",51.47,1906,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Hunter,"Deathrattle Hunter",50.14,369,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Hunter,"Mech Hunter",46.77,1747,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Hunter,"Midrange Hunter",56.61,809,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Hunter,"Secret Hunter",55.17,174,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Hunter,"Spell Hunter",60.17,118,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Mage,"Burn Mage",41.97,386,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Mage,"Khadgar Mage",40.86,1811,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Paladin,"Mech Paladin",50.00,512,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Priest,"Resurrect Priest",40.75,800,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Priest,"Silence Priest",48.15,216,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Rogue,"Tempo Rogue",43.68,3372,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Rogue,"Thief Rogue",66.07,280,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Shaman,"Big Shaman",37.50,528,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Shaman,"Murloc Shaman",38.33,681,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Shaman,"Shudderwock Shaman",50.15,333,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Warlock,Handlock,66.39,241,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Warlock,"Zoo Warlock",46.33,1021,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Warrior,"Bomb Warrior",68.80,1266,"05/10/2019 12:05 PM"
Paladin,"Mech Paladin",Warrior,"Control Warrior",64.95,1706,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Druid,"Token Druid",41.07,375,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Hunter,"Mech Hunter",41.98,293,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Hunter,"Midrange Hunter",45.63,160,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Mage,"Khadgar Mage",44.90,294,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Priest,"Resurrect Priest",48.73,197,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Rogue,"Tempo Rogue",47.65,533,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Shaman,"Murloc Shaman",32.32,164,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Warlock,"Zoo Warlock",38.43,216,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Warrior,"Bomb Warrior",40.65,214,"05/10/2019 12:05 PM"
Paladin,"Secret Paladin",Warrior,"Control Warrior",32.27,251,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Druid,"Token Druid",48.33,2508,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Hunter,"Deathrattle Hunter",33.80,497,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Hunter,"Mech Hunter",37.51,2130,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Hunter,"Midrange Hunter",38.84,1246,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Hunter,"Secret Hunter",46.39,263,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Hunter,"Spell Hunter",46.81,188,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Mage,"Burn Mage",42.55,705,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Mage,"Khadgar Mage",37.78,2295,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Paladin,"Control Paladin",64.23,123,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Paladin,"Mech Paladin",59.25,800,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Paladin,"Secret Paladin",51.27,197,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Priest,"Resurrect Priest",50.00,1126,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Priest,"Silence Priest",51.95,308,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Rogue,"Miracle Rogue",46.21,145,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Rogue,"Tempo Rogue",42.32,4402,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Rogue,"Thief Rogue",42.94,510,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Shaman,"Big Shaman",46.01,815,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Shaman,"Murloc Shaman",32.64,962,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Shaman,"Shudderwock Shaman",53.73,603,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warlock,Handlock,53.57,392,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warlock,"Zoo Warlock",54.42,1505,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warrior,"Big Warrior",34.21,114,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warrior,"Bomb Warrior",44.46,1669,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warrior,"Control Warrior",52.33,2314,"05/10/2019 12:05 PM"
Priest,"Resurrect Priest",Warrior,"Dragon Warrior",43.86,114,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Druid,"Token Druid",53.00,617,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Hunter,"Mech Hunter",48.41,628,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Hunter,"Midrange Hunter",37.09,275,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Mage,"Burn Mage",46.33,177,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Mage,"Khadgar Mage",38.32,548,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Paladin,"Mech Paladin",51.85,216,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Priest,"Resurrect Priest",48.05,308,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Rogue,"Tempo Rogue",44.11,1172,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Rogue,"Thief Rogue",54.05,111,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Shaman,"Big Shaman",42.44,172,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Shaman,"Murloc Shaman",28.71,310,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Shaman,"Shudderwock Shaman",36.21,116,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Warlock,"Zoo Warlock",56.88,378,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Warrior,"Bomb Warrior",33.26,469,"05/10/2019 12:05 PM"
Priest,"Silence Priest",Warrior,"Control Warrior",42.58,458,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Druid,"Token Druid",51.13,266,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Hunter,"Mech Hunter",42.94,333,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Hunter,"Midrange Hunter",46.34,164,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Mage,"Burn Mage",49.61,129,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Mage,"Khadgar Mage",49.07,322,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Priest,"Resurrect Priest",53.79,145,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Rogue,"Tempo Rogue",34.18,632,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Shaman,"Big Shaman",48.94,141,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Shaman,"Murloc Shaman",54.17,120,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Warlock,"Zoo Warlock",51.49,202,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Warrior,"Bomb Warrior",27.99,268,"05/10/2019 12:05 PM"
Rogue,"Miracle Rogue",Warrior,"Control Warrior",46.00,400,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Druid,"Token Druid",51.46,10369,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Hunter,"Deathrattle Hunter",62.30,1960,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Hunter,"Mech Hunter",56.35,11220,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Hunter,"Midrange Hunter",64.39,4752,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Hunter,"Secret Hunter",45.06,1558,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Hunter,"Spell Hunter",68.79,596,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Mage,"Burn Mage",58.90,2757,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Mage,"Khadgar Mage",56.21,10951,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Paladin,"Control Paladin",45.90,488,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Paladin,"Mech Paladin",56.32,3372,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Paladin,"Secret Paladin",52.35,533,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Priest,"Resurrect Priest",57.68,4402,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Priest,"Silence Priest",55.89,1172,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Rogue,"Miracle Rogue",65.82,632,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Rogue,"Tempo Rogue",50.00,23012,"05/10/2019 12:05 PM"
Rogue,"Tempo Rogue",Rogue,"Thief Rogue",72.03,1094,"05/10/2019 12:05 PM"
